,Name,AddressLine1,AddressLine2,AddressLine3,City,State,ZipCode,DesignatorCode,CertificateHoldingOffice,CertificateNumber,AccessoryRatingClass1,AccessoryRatingClass2,AccessoryRatingClass3,AccessoryRatingLimited,AirframeRatingClass1,AirframeRatingClass2,AirframeRatingClass3,AirframeRatingClass4,AirframeRatingLimited,InstrumentRatingClass1,InstrumentRatingClass2,InstrumentRatingClass3,InstrumentRatingClass4,InstrumentRatingLimited,PowerplantRatingClass1,PowerplantRatingClass2,PowerplantRatingClass3,PowerplantRatingLimited,PropellerRating1,PropellerRating2,PropellerRatingLimited,RadioRatingClass1,RadioRatingClass2,RadioRatingClass3,RadioRatingLimited,LimitedRatingEquipment,LimitedRatingAircraftFabric,LimitedRatingNonDestructiveTst,LimitedRatingFloats,LimitedRatingSpecializedServic,LimitedRatingRotorBlades,LimitedRatingLandingGear,Status,Original_Issue_Date,EASA_Certificate_Number,EASA_Expiration_Date,Certificated_Mechanics,Repairmen,Non_Certificated,Total_Employees,coords,lat,long
3021,MAXON AVIATION SERVICES INC                       ,35 CESSNA TAXI                     ,PO BOX 887                         ,                                   ,SANTA PAULA           ,CA,93060,R6AR,WP01,R6AR284J,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 11-SEP-1996, , ,2.0,4.0,0.0,7.0,"(34.354662961575, -119.07127626320619)",34.354662961575,-119.07127626320619
3022,AEROREPAIR CORP                                   ,1810 SOUTH LYNHURST DRIVE          ,SUITE C & D                        ,                                   ,INDIANAPOLIS          ,IN,46421,R6CD,GL11,R6CD725J,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 28-APR-2017, , ,7.0,4.0,39.0,50.0,"(33.532005, 131.3496745)",33.532005,131.3496745
3023,AEROREPAIR CORP                                   ,14 TINKER AVENUE                   ,                                   ,                                   ,LONDONDERRY           ,NH,3053,R6CR,EA65,R6CR725J,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y, ACTIVE            , 25-OCT-1994,  5421        ,  1-JAN-2022,8.0,1.0,10.0,24.0,"(39.301102, -76.603432)",39.301102,-76.603432
3024,CUSTOM AIRCRAFT REFINISHING INC                   ,18 CASSELTON AIRPORT ROAD          ,                                   ,                                   ,CASSELTON             ,ND,58012,R6KR,GL21,R6KR485Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 22-MAY-2007, , ,0.0,1.0,0.0,1.0,"(46.82374363385349, -97.11996313764327)",46.82374363385349,-97.11996313764327
3025,ROGERSON KRATOS                                   ,403 SOUTH RAYMOND AVENUE           ,                                   ,                                   ,PASADENA              ,CA,91105,R6OR,WP23,R6OR655X,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 16-JAN-2007,  6158        ,  1-NOV-2020,0.0,2.0,30.0,33.0,"(34.1451661, -118.14861065)",34.1451661,-118.14861065
3026,REGENCY AIR LLC                                   ,"361 PAULARINO, HANGAR 14           ",                                   ,                                   ,COSTA MESA            ,CA,92626,R71R,WP05,R71R718I,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 3-JUN-2009, , ,3.0,0.0,1.0,5.0,"(33.6724098, -117.9347702)",33.6724098,-117.9347702
3027,ROCKWELL COLLINS INC GOVERNMENT SYSTEMS           ,400 Collins Road N.E.              ,Bld. 118 and 119                   ,                                   ,CEDAR RAPIDS          ,IA,52498,R7CR,CE01,R7CR961J,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 28-JUL-1995,  5443        ,  1-APR-2020,0.0,23.0,484.0,1166.0,"(33.532005, 131.3496745)",33.532005,131.3496745
3028,GLOBAL AVIONICS INC                               ,804 Ala Dr.                        ,                                   ,                                   ,FORT WORTH            ,TX,76116,R7IR,SW19,R7IR792N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 4-APR-1997, , ,1.0,0.0,0.0,1.0,"(32.7184063, -97.4399328)",32.7184063,-97.4399328
3029,ACME LLC                                          ,7001 EAST TREE COURT               ,                                   ,                                   ,ANCHORAGE             ,AK,99507,R7JR,AL03,R7JR461Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 31-JUL-2000, , ,0.0,2.0,0.0,2.0,"(61.15629161150264, -149.82462369015045)",61.15629161150264,-149.82462369015045
3030,CUSTOM AIRCRAFT CABINETS INC                      ,5510 LANDERS ROAD                  ,                                   ,                                   ,NORTH LITTLE ROCK     ,AR,72117,R7QR,SW11,R7QR005Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 16-JUN-2004, , ,4.0,4.0,122.0,139.0,"(34.780632, -92.217273)",34.780632,-92.217273
3031,THOROUGHBRED AVIATION MAINTENANCE INC             ,2960 Airport Road                  ,                                   ,                                   ,Debord                ,KY,41214,R812,CE17,R812199Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 15-AUG-2019, , ,0.0,1.0,1.0,2.0,"(37.8042944963385, -82.57570153376712)",37.8042944963385,-82.57570153376712
3032,THOROUGHBRED AVIATION MAINTENANCE INC             ,124 Madison Airport Road           ,                                   ,                                   ,Richmond              ,KY,40475,R813,CE17,R813199Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 15-AUG-2019, , ,1.0,0.0,0.0,1.0,"(37.731216399999994, -84.27496884795909)",37.731216399999994,-84.27496884795909
3033,THOROUGHBRED AVIATION MAINTENANCE INC             ,4316 Hangar Drive                  ,                                   ,                                   ,Lexington             ,KY,40510,R814,CE17,R814199Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 20-FEB-2019, , ,7.0,0.0,2.0,10.0,"(38.057467277721564, -84.59608616416291)",38.057467277721564,-84.59608616416291
3034,THOROUGHBRED AVIATION MAINTENANCE INC             ,6204 PARIS PIKE                    ,                                   ,                                   ,GEORGETOWN            ,KY,40324,R81R,CE17,R81R199Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 11-JAN-2005, , ,7.0,10.0,6.0,24.0,"(38.222144400000005, -84.52799304999999)",38.222144400000005,-84.52799304999999
3035,RBR MAINTENANCE INC                               ,7515 LEMMON AVE                    ,HANGER G                           ,                                   ,DALLAS                ,TX,75209,R8BR,SW19,R8BR630Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 22-APR-2009, , ,25.0,0.0,4.0,42.0,"(32.826943, -96.8231154)",32.826943,-96.8231154
3036,BELL TEXTRON INC.                                 ,BELL HELICOPTER TEXTRON INC        ,580 ST. ETIENNE ROAD               ,SUITE A                            ,BROUSSARD             ,LA,70518,R8DR,SW03,R8DR713Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N, ACTIVE            , 19-JUL-2000,  6022        ,  1-FEB-2021,3.0,9.0,15.0,32.0,"(30.132406750856504, -91.95473317820861)",30.132406750856504,-91.95473317820861
3037,ROSEN AVIATION LLC                                ,1020 OWEN LOOP SOUTH               ,                                   ,                                   ,EUGENE                ,OR,97402,R97R,NM09,R97R316Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 15-SEP-2005,  6109        ,  1-DEC-2019,0.0,5.0,0.0,14.0,"(44.064938855559305, -123.15522982582576)",44.064938855559305,-123.15522982582576
3038,COMPONENT REPAIR MANAGEMENT INC                   ,450 WEST HACKLEY AVE               ,                                   ,                                   ,MUSKEGON              ,MI,49444,R9IR,GL09,R9IR097O,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N, ACTIVE            , ,  5316        ,  1-APR-2021,0.0,3.0,5.0,10.0,"(43.1902066688546, -86.21159865357188)",43.1902066688546,-86.21159865357188
3039,RSW PRODUCTS INC                                  ,2157 CROMWELL                      ,                                   ,                                   ,HOUSTON               ,TX,77093,R9WR,SW09,R9WR052O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 15-JUN-1998, , ,0.0,1.0,2.0,5.0,"(29.8869675, -95.3199296)",29.8869675,-95.3199296
3040,RADIAL ENGINES LTD                                ,11701 W. FORREST HILLS RD.         ,                                   ,                                   ,GUTHRIE               ,OK,73044,RAQR,SW15,RAQR194K,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N, ACTIVE            , 22-NOV-1988, , ,1.0,3.0,11.0,17.0,"(35.857555149999996, -97.43274026118993)",35.857555149999996,-97.43274026118993
3041,VELOCITY AEROSPACE - BURBANK INC                  ,2840 N. ONTARIO STREET             ,7415 HAYVENHURST PLACE             ,"VAN NUYS, CA. 91406                ",BURBANK               ,CA,91504,RB1R,WP01,RB1R197K,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 26-JUN-1953,  4002        ,  1-AUG-2020,1.0,7.0,13.0,39.0,"(34.19347865, -118.33245422484646)",34.19347865,-118.33245422484646
3042,AERONAUTICAL INSTRUMENT AND RADIO C               ,234 GARIBALDI AVE                  ,                                   ,                                   ,LODI                  ,NJ,7644,RB2R,EA25,RB2R129L,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N, ACTIVE            , 10-SEP-1953,  5956        ,  1-APR-2022,0.0,1.0,5.0,25.0,"(42.3528461, -71.2021588)",42.3528461,-71.2021588
3043,"DIXIE AIR PARTS, INC.                             ",2085 W.73 STREET                   ,                                   ,                                   ,HIALEAH               ,FL,33016,RB3R,SO19,RB3R809L,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 18-JUL-1958,  6716        ,  3-NOV-2020,1.0,1.0,0.0,3.0,"(25.897909, -80.3321399)",25.897909,-80.3321399
3044,PUERTO RICO INDUSTRIAL NON DESTRUCT               ,LMM International Airport          ,"226, Lot 5 East Ramp               ",                                   ,CAROLINA              ,PR,983,RB4R,SO63,RB4R486M,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 14-MAR-1985, , ,2.0,2.0,0.0,4.0,"(30.5663509, -91.34108)",30.5663509,-91.34108
3045,METAL IMPROVEMENT CO INC                          ,ONE NABLUS ROAD                    ,                                   ,                                   ,WAKEFIELD             ,MA,1880,RB5R,EA61,RB5R165N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 17-OCT-1978, , ,0.0,3.0,2.0,16.0,"(39.035099, -77.508749)",39.035099,-77.508749
3046,AERO TECH WELDING AND MACHINE LLC                 ,3 South 109th. E Pl.               ,                                   ,                                   ,TULSA                 ,OK,74128,RB9R,SW15,RB9R522J,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , ,0.0,1.0,1.0,2.0,"(36.1445451, -95.8700272)",36.1445451,-95.8700272
3047,NEW ENGLAND PROPELLER SERVICE INC                 ,"LOT #6, MATTHEWS DRIVE             ",                                   ,                                   ,EAST HADDAM           ,CT,6423,RC2R,EA63,RC2R130L,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 2-JAN-1980,  5972        ,  1-JUL-2020,1.0,11.0,6.0,21.0,"(39.286731, -76.650061)",39.286731,-76.650061
3048,BOEING DISTRIBUTION INC                           ,8045 WOODLEY AVENUE                ,                                   ,                                   ,VAN NUYS              ,CA,91406,RD42,WP01,RD42488M,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 7-JUL-1988,  4192        ,  1-AUG-2020,1.0,7.0,1.0,9.0,"(34.21046399634306, -118.4805583995817)",34.21046399634306,-118.4805583995817
3049,BOEING DISTRIBUTION INC                           ,3350 Davie Road                    ,Suite 206                          ,                                   ,Davie                 ,FL,33314,RD44,SO19,RD44488M,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 7-JUL-1988,  4193        ,  1-AUG-2020,3.0,2.0,1.0,8.0,"(26.0764521, -80.2481624)",26.0764521,-80.2481624
3050,BOEING DISTRIBUTION INC                           ,2 CRANBERRY ROAD                   ,N/A                                ,N/A                                ,PARSIPPANY            ,NJ,7054,RD4D,EA25,RD4D488M,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 12-JUL-1985,  4195        ,  1-AUG-2020,1.0,2.0,9.0,12.0,"(38.6711245, -90.2774563)",38.6711245,-90.2774563
3051,BOEING DISTRIBUTION INC                           ,2755 REGENT BLVD                   ,                                   ,                                   ,DFW AIRPORT           ,TX,75261,RD4R,SW19,RD4R488M,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 31-OCT-1974,  5389        ,  1-SEP-2021,3.0,2.0,1.0,7.0,"(32.87680599799332, -97.03853060877036)",32.87680599799332,-97.03853060877036
3052,MISSION AVIATION FELLOWSHIP                       ,107 N PILATUS LN                   ,                                   ,                                   ,NAMPA                 ,ID,83687,RDDR,NM11,RDDR497H,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 21-JUL-1981, , ,8.0,3.0,0.0,9.0,"(43.6184011, -116.49916140225673)",43.6184011,-116.49916140225673
3053,AERODINE COMPOSITES LLC                           ,8201 INDY LANE                     ,                                   ,                                   ,INDIANAPOLIS          ,IN,46214,RDMR,GL11,RDMR624X,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , ,0.0,4.0,0.0,14.0,"(39.796900175278566, -86.28748160485242)",39.796900175278566,-86.28748160485242
3054,ROCKWELL COLLINS INC                              ,32125 32ND AVENUE SOUTH            ,SUITE 110                          ,                                   ,FEDERAL WAY           ,WA,98003,RE3R,NM01,RE3R812L,N,N,N,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 8-FEB-1962,  4336        ,  1-AUG-2020,1.0,15.0,47.0,66.0,"(47.291354299999995, -122.31800464871762)",47.291354299999995,-122.31800464871762
3055,RANGER AVIATION ENTERPRISES INC                   ,MATHIS FIELD MUNICIPAL AIRPORT     ,8802 HANGAR ROAD                   ,                                   ,SAN ANGELO            ,TX,76904,RE9R,SW13,RE9R864J,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N, ACTIVE            , 15-OCT-1994, , ,2.0,3.0,11.0,20.0,"(31.3722747, -100.5239904)",31.3722747,-100.5239904
3056,ROBERTSON AIRCRAFT INC                            ,6909 ROBLE BLANCO SW               ,                                   ,                                   ,ALBUQUERQUE           ,NM,87105,RF1R,SW01,RF1R450K,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 13-JUN-1975, , ,1.0,1.0,1.0,2.0,"(35.01695970932866, -106.68297353763023)",35.01695970932866,-106.68297353763023
3057,MISTRAS SERVICES DIVISION                         ,2 MILLBURY STREET                  ,                                   ,                                   ,AUBURN                ,MA,1501,RF2D,EA63,RF2D133L,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , , , ,0.0,5.0,12.0,31.0,"(37.837237, -118.668892)",37.837237,-118.668892
3058,MISTRAS SERVICES DIVISION                         ,16F INTERNATIONAL DRIVE            ,                                   ,                                   ,EAST GRANBY           ,CT,6026,RF2R,EA63,RF2R133L,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 29-MAY-1953,  6328        ,  1-MAR-2021,0.0,7.0,3.0,15.0,"(42.93500645, -87.90942935)",42.93500645,-87.90942935
3059,PACIFIC OIL COOLER SERVICE INC                    ,1677 CURTISS COURT                 ,                                   ,                                   ,LA VERNE              ,CA,91750,RF3R,WP23,RF3R813L,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 2-MAR-1962,  5554        ,  1-DEC-2021,0.0,4.0,21.0,25.0,"(34.11482018086431, -117.77155782788608)",34.11482018086431,-117.77155782788608
3060,ALBUQUERQUE BALLOON CENTER INC                    ,523 RANKIN RD NE                   ,                                   ,                                   ,ALBUQUERQUE           ,NM,87107,RG1R,SW01,RG1R451K,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 15-NOV-1983, , ,0.0,4.0,1.0,5.0,"(35.127481947238465, -106.63189379379426)",35.127481947238465,-106.63189379379426
3061,STUMPF BALLOONS                                   ,2926 ANDOVER-WESTON ROAD           ,                                   ,                                   ,ANDOVER               ,VT,5143,RG5R,EA65,RG5R170N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 9-DEC-1982, , ,0.0,1.0,0.0,1.0,"(33.532005, 131.3496745)",33.532005,131.3496745
3062,CARPENTER AVIONICS INC                            ,624-B FITZHUGH BLVD.               ,SMYRNA  AIRPORT                    ,                                   ,SMYRNA                ,TN,37167,RH4R,CE19,RH4R492M,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 3-SEP-1963,  6711        ,  15-SEP-2018,0.0,4.0,10.0,16.0,"(35.964962550578065, -86.51954407197597)",35.964962550578065,-86.51954407197597
3063,GE AVIATION SYSTEMS LLC                           ,14100 ROOSEVELT BLVD               ,                                   ,                                   ,CLEARWATER            ,FL,33762,RI3R,SO35,RI3R816L,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 3-AUG-1964,  4878        ,  1-AUG-2020,3.0,10.0,32.0,57.0,"(27.89957175, -82.69614034927798)",27.89957175,-82.69614034927798
3064,RED WILLOW TRANSPONDER SERVICES                   ,"1900 AIRPORT ROAD, ROOM C          ",                                   ,                                   ,MCCOOK                ,NE,69001,RIYR,CE09,RIYR595H,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 14-DEC-2011, , ,1.0,1.0,0.0,1.0,"(40.205470841600466, -100.61922121583204)",40.205470841600466,-100.61922121583204
3065,RUDY AIRCRAFT INSTRUMENTS INC                     ,4711 OLD BOWMAN ROAD               ,                                   ,                                   ,RUDY                  ,AR,72952,RIZR,SW11,RIZR316K,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 28-FEB-1989, , ,0.0,1.0,0.0,2.0,"(35.55827673490241, -94.29236701219548)",35.55827673490241,-94.29236701219548
3066,HAWKER PACIFIC AEROSPACE                          ,11240 SHERMAN WAY                  ,                                   ,                                   ,SUN VALLEY            ,CA,91352,RJ3R,WP01,RJ3R817L,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y, ACTIVE            , 24-APR-1987, ,  1-AUG-2018,53.0,35.0,119.0,323.0,"(34.23041456853944, -118.38307607935556)",34.23041456853944,-118.38307607935556
3067,ROSEMOUNT AEROSPACE INC                           ,14300 JUDICIAL RD                  ,                                   ,                                   ,BURNSVILLE            ,MN,55306,RJLR,GL15,RJLR391K,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 3-NOV-1989,  4833        ,  1-AUG-2020,3.0,15.0,143.0,1577.0,"(44.7417955, -93.2957447)",44.7417955,-93.2957447
3068,WIPAIRE INC                                       ,1700 HENRY AVE                     ,                                   ,                                   ,S. ST. PAUL           ,MN,55075,RJWR,GL15,RJWR390K,N,N,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y, ACTIVE            , 16-MAY-1989,  6194        ,  1-JUL-2021,39.0,5.0,24.0,89.0,"(44.894702, -93.0299187)",44.894702,-93.0299187
3069,RICE LAKE AIR CENTER                              ,1872 14-1/2 AVE                    ,                                   ,                                   ,CAMERON               ,WI,54822,RL8R,GL15,RL8R462J,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-AUG-1994, , ,5.0,0.0,3.0,10.0,"(45.40332032600891, -91.72307360628075)",45.40332032600891,-91.72307360628075
3070,AIRCRAFT TOOLING INC                              ,11250 LUNA ROAD                    ,                                   ,                                   ,DALLAS                ,TX,75229,RM1R,SW19,RM1R457K,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y, ACTIVE            , 12-JAN-1970,  4109        ,  1-FEB-2022,4.0,3.0,12.0,23.0,"(32.8956131, -96.9166612)",32.8956131,-96.9166612
3071,VENTURA AVIONICS LLC                              ,8100 REPUBLIC AIRPORT              ,                                   ,                                   ,FARMINGDALE           ,NY,11735,RM6R,EA11,RM6R360W,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 2-AUG-2006, , ,3.0,0.0,0.0,3.0,"(40.728515599999994, -73.4309271992257)",40.728515599999994,-73.4309271992257
3072,ROCKET ENGINEERING CORPORATION                    ,6427 EAST RUTTER                   ,                                   ,                                   ,SPOKANE               ,WA,99212,RN0R,NM13,RN0R650X,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , ,  6339        ,  1-MAY-2021,4.0,2.0,1.0,13.0,"(47.67097955, -117.28481512113598)",47.67097955,-117.28481512113598
