,Name,AddressLine1,AddressLine2,AddressLine3,City,State,ZipCode,DesignatorCode,CertificateHoldingOffice,CertificateNumber,AccessoryRatingClass1,AccessoryRatingClass2,AccessoryRatingClass3,AccessoryRatingLimited,AirframeRatingClass1,AirframeRatingClass2,AirframeRatingClass3,AirframeRatingClass4,AirframeRatingLimited,InstrumentRatingClass1,InstrumentRatingClass2,InstrumentRatingClass3,InstrumentRatingClass4,InstrumentRatingLimited,PowerplantRatingClass1,PowerplantRatingClass2,PowerplantRatingClass3,PowerplantRatingLimited,PropellerRating1,PropellerRating2,PropellerRatingLimited,RadioRatingClass1,RadioRatingClass2,RadioRatingClass3,RadioRatingLimited,LimitedRatingEquipment,LimitedRatingAircraftFabric,LimitedRatingNonDestructiveTst,LimitedRatingFloats,LimitedRatingSpecializedServic,LimitedRatingRotorBlades,LimitedRatingLandingGear,Status,Original_Issue_Date,EASA_Certificate_Number,EASA_Expiration_Date,Certificated_Mechanics,Repairmen,Non_Certificated,Total_Employees,coords,lat,long
2962,TENNESSEE AIRCRAFT COMPANY INC                    ,5005 MARKET PLACE                  ,                                   ,                                   ,"MT. JULIET, TN        ",TN,37122,QTFR,CE19,QTFR573L,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 26-FEB-1992,  5691        ,  1-AUG-2021,2.0,4.0,2.0,10.0,"(36.3105185, -86.4862913)",36.3105185,-86.4862913
2963,CALIFORNIA TECHNICAL PLATING                      ,11533 BRADLEY AVE.                 ,                                   ,                                   ,SAN FERNANDO          ,CA,91340,QTPR,WP01,QTPR601L,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, SURRENDERED       , 19-OCT-1992, , ,0.0,1.0,25.0,65.0,"(34.28216063925688, -118.44000068292452)",34.28216063925688,-118.44000068292452
2964,TRANSPORTATION SYSTEMS INC                        ,3541  RICKENBACKER                 ,                                   ,                                   ,BOISE                 ,ID,83705,QTVR,NM11,QTVR901U,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 12-FEB-1996, , ,3.0,0.0,0.0,5.0,"(43.60305255, -116.22391162229839)",43.60305255,-116.22391162229839
2965,DASSAULT FALCON JET - WILMINGTON CORP             ,112 CHARLES A. LINDBERGH DRIVE     ,BUILDING 111                       ,                                   ,TETERBORO             ,NJ,7608,QU22,EA25,QU22122L,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 11-JAN-2016, , ,7.0,0.0,0.0,7.0,"(45.5154306, -122.6795285)",45.5154306,-122.6795285
2966,DASSAULT FALCON JET - WILMINGTON CORP             ,191 NORTH DUPONT HIGHWAY           ,NEW CASTLE COUNTY AIRPORT          ,                                   ,NEW CASTLE            ,DE,19720,QU2R,EA17,QU2R122L,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N, ACTIVE            , 29-MAR-1966,  4180        ,  1-AUG-2020,150.0,25.0,153.0,375.0,"(39.6831784, -75.6298956)",39.6831784,-75.6298956
2967,QUALITY AVIONICS                                  ,GROVE CITY AIRPORT                 ,40 OAKLEY KELLEY DRIVE             ,                                   ,MERCER                ,PA,16137,QU8R,EA03,QU8R488X,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 21-FEB-2003, , ,3.0,0.0,1.0,5.0,"(41.220856, -80.25740466988444)",41.220856,-80.25740466988444
2968,AQUA BLASTING CORP                                ,2 NORTHWOOD DRIVE                  ,                                   ,                                   ,BLOOMFIELD            ,CT,6002,QUGR,EA63,QUGR412L,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 6-NOV-1991, , ,0.0,2.0,5.0,10.0,"(47.581058999999996, -122.69811021270094)",47.581058999999996,-122.69811021270094
2969,QUALITY AIR SERVICES INC                          ,994 Glendale Ave.                  ,#8                                 ,                                   ,SPARKS                ,NV,89431,QUSR,WP19,QUSR002K,N,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 27-APR-1988,  4795        ,  1-FEB-2021,0.0,3.0,3.0,8.0,"(39.5349402, -119.7382815)",39.5349402,-119.7382815
2970,SARASOTA AVIONICS INC                             ,845 Severn Avenue                  ,                                   ,                                   ,TAMPA                 ,FL,33606,QV0D,SO35,QV0D957X,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 22-DEC-2005, , ,2.0,2.0,0.0,6.0,"(27.944468450000002, -82.46927305922878)",27.944468450000002,-82.46927305922878
2971,SARASOTA AVIONICS INC                             ,8191 N. TAMIAMI TRAIL              ,HANGAR B-2                         ,                                   ,SARASOTA              ,FL,34243,QV0R,SO35,QV0R957X,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 27-SEP-2004, , ,2.0,3.0,4.0,11.0,"(27.40540901673176, -82.51850683743291)",27.40540901673176,-82.51850683743291
2972,SENSENICH PROPELLER MANUFACTURING COMPANY INC     ,14 CITATION LANE                   ,                                   ,                                   ,LITITZ                ,PA,17543,QV4R,EA13,QV4R852X,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 21-JAN-2004, , ,1.0,2.0,5.0,10.0,"(40.1564394, -76.30339800547442)",40.1564394,-76.30339800547442
2973,SENSENICH PROPELLER SERVICE INC                   ,519 EAST AIRPORT ROAD              ,                                   ,                                   ,LITITZ                ,PA,17543,QV9R,EA13,QV9R194N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 28-SEP-1995, , ,2.0,4.0,6.0,13.0,"(40.1564394, -76.30339800547442)",40.1564394,-76.30339800547442
2974,AIR SHASTA ROTOR & WING INC                       ,3770 Flight Avenue                 ,                                   ,                                   ,Redding               ,CA,96002,QVHR,WP25,QVHR801U,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 10-AUG-2016, , ,3.0,0.0,0.0,8.0,"(40.57022542203692, -122.35832176046449)",40.57022542203692,-122.35832176046449
2975,AVIATION BRAKE SERVICE INC                        ,7274 NW 34TH STREET                ,                                   ,                                   ,MIAMI                 ,FL,33122,QVIR,SO19,QVIR333K,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 3-DEC-1987,  4201        ,  1-AUG-2020,0.0,3.0,11.0,30.0,"(25.800962486600245, -80.32129298774684)",25.800962486600245,-80.32129298774684
2976,QUEST AVIONICS INC                                ,1550 S.W. 60TH AVE                 ,                                   ,                                   ,OCALA                 ,FL,34474,QVNR,SO15,QVNR604L,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 13-MAR-1992, , ,1.0,2.0,1.0,4.0,"(29.1814929, -82.1881717)",29.1814929,-82.1881717
2977,CERTIFIED AVIATION SERVICES LLC                   ,1150 SOUTH VINEYARD AVENUE         ,                                   ,                                   ,ONTARIO               ,CA,91761,QVTR,WP21,QVTR903L,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 13-JUN-2001,  6093        ,  1-DEC-2021,270.0,0.0,38.0,308.0,"(34.0326857, -117.559174)",34.0326857,-117.559174
2978,AVIONICS SALES CORPORATION                        ,"15001 N.W 42nd Ave,                ",Bldg 47-20                         ,                                   ,OPA-LOCKA             ,FL,33054,QVZR,SO19,QVZR274Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 3-JUN-2005, , ,1.0,2.0,0.0,3.0,"(25.9522357, -80.4311519)",25.9522357,-80.4311519
2979,AAR AIRCRAFT COMPONENT SERVICES NEW YORK          ,747 ZECKENDORF BLVD                ,                                   ,                                   ,GARDEN CITY           ,NY,11530,QW1R,EA11,QW1R441K,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N, ACTIVE            , 9-JUN-1975,  4003        ,  1-AUG-2020,81.0,40.0,35.0,157.0,"(40.7344042, -73.5894258)",40.7344042,-73.5894258
2980,LIFERAFTS INC                                     ,"CALLE B, LOTE 21                   ",SABANA ABAJO INDUSTRIAL PARK       ,                                   ,CAROLINA              ,PR,982,QW4R,SO63,QW4R481M,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 12-MAR-1976, , ,0.0,3.0,6.0,9.0,"(30.622619, -91.351226)",30.622619,-91.351226
2981,PERFORMANCE REPAIR GROUP LLC                      ,4361 Shelby Air Drive              ,                                   ,                                   ,MEMPHIS               ,TN,38118,QWAR,CE21,QWAR645Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N, ACTIVE            , 31-MAY-2007,  6198        ,  1-JUN-2021,7.0,2.0,8.0,28.0,"(35.0434193, -89.9081612)",35.0434193,-89.9081612
2982,CIRCOR AEROSPACE INC                              ,2301 WARDLOW CIRCLE                ,                                   ,                                   ,CORONA                ,CA,92880,QWCR,WP21,QWCR710X,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y, ACTIVE            , 20-JUN-2003,  5907        ,  1-SEP-2019,0.0,13.0,96.0,109.0,"(33.8912227, -117.56440124802842)",33.8912227,-117.56440124802842
2983,CAWLEYS AVIATION SERVICE                          ,185 N. SMITH ROAD                  ,SKY ACRES AIRPORT                  ,                                   ,LA GRANGEVILLE        ,NY,12540,QWLR,EA25,QWLR726L,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 3-SEP-1992, , ,7.0,0.0,4.0,11.0,"(41.6635615, -73.7745878440594)",41.6635615,-73.7745878440594
2984,QUEST AIRCRAFT COMPANY                            ,1031 Airpark Lane                  ,Unit A                             ,                                   ,SANDPOINT             ,ID,83864,QX0R,NM13,QX0R525C,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 8-DEC-2015, , ,11.0,0.0,0.0,12.0,"(48.2918793, -116.5496742)",48.2918793,-116.5496742
2985,SAFRAN AEROSYSTEMS SERVICES AMERICAS LLC          ,6734 VALJEAN AVENUE                ,                                   ,                                   ,VAN NUYS              ,CA,91406,QX3R,WP01,QX3R805L,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N, ACTIVE            , 16-JUN-1960,  4185        ,  1-AUG-2020,6.0,4.0,19.0,34.0,"(34.21046399634306, -118.4805583995817)",34.21046399634306,-118.4805583995817
2986,PROPILOT LLC                                      ,MILLION AIR LOT #10 SOUTH SIDE     ,FERNANDO LUIS RIBAS DOMINICCI      ,AIRPORT                            ,SAN JUAN              ,PR,907,QX4R,SO63,QX4R482M,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 12-MAR-1976,  5046        ,  1-FEB-2013,2.0,5.0,2.0,9.0,"(18.4495086, -66.0800744)",18.4495086,-66.0800744
2987,INDUPLATE INC                                     ,1 GREYSTONE DRIVE                  ,                                   ,                                   ,NORTH PROVIDENCE      ,RI,2911,QX5R,EA61,QX5R161N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 12-MAR-1976, , ,0.0,3.0,30.0,70.0,"(36.791615, -121.666189)",36.791615,-121.666189
2988,SUMITOMO PRECISION USA REPAIR STATION             ,1639 FALCON DR.                    ,                                   ,                                   ,DESOTO                ,TX,75115,QXUR,SW19,QXUR089Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , ,  5971        ,  1-JUN-2020,0.0,3.0,1.0,4.0,"(32.61183208725546, -96.85748786535815)",32.61183208725546,-96.85748786535815
2989,"DAVINCI JETS SERVICES, LLC                        ",4690 First Flight Dr.              ,                                   ,                                   ,Charlotte             ,NC,28208,QY0R,EA68,QY0R948C,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 24-MAY-2017, , ,10.0,0.0,1.0,11.0,"(35.2337494, -80.9336581)",35.2337494,-80.9336581
2990,MIDWAY AIRCRAFT INSTRUMENT CORP                   ,1419 NORTH ROCKY RIVER ROAD        ,                                   ,                                   ,MONROE                ,NC,28110,QY2R,EA68,QY2R126L,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N, ACTIVE            , 22-APR-1953,  4678        ,  1-AUG-2020,1.0,4.0,12.0,27.0,"(35.07317, -80.516009)",35.07317,-80.516009
2991,MIT LINCOLN LABORATORY FLIGHT FACILITY            ,BLDG. 1715                         ,                                   ,                                   ,HANSCOM AFB           ,MA,1730,QY5R,EA61,QY5R162N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N, ACTIVE            , 28-NOV-1980, , ,15.0,6.0,0.0,18.0,"(36.813212, -91.904012)",36.813212,-91.904012
2992,QUALITY AIRCRAFT ACCESSORIES INC                  ,5746 EAST APACHE                   ,BLDG A                             ,                                   ,TULSA                 ,OK,74115,QYIR,SW15,QYIR334Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 20-APR-1999,  5982        ,  1-AUG-2020,2.0,9.0,26.0,36.0,"(36.182388, -95.8835378)",36.182388,-95.8835378
2993,MBT ELECTRONICS LLC                               ,400 MOBIL  AVE. SUITE D-8          ,                                   ,                                   ,CAMARILLO             ,CA,93010,QYMR,WP01,QYMR098B,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 13-FEB-2008, , ,0.0,1.0,0.0,1.0,"(34.22683066860073, -119.0564305607471)",34.22683066860073,-119.0564305607471
2994,MUELLER AVIONICS                                  ,584 WETHERBY TERRACE DRIVE         ,                                   ,                                   ,BALLWIN               ,MO,63021,QYVR,CE03,QYVR044J,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 16-APR-1993, , ,0.0,1.0,0.0,1.0,"(38.57538343085762, -90.53069171366133)",38.57538343085762,-90.53069171366133
2995,PRATT AND WHITNEY AUTOAIR INC                     ,5640 ENTERPRISE DRIVE              ,                                   ,                                   ,LANSING               ,MI,48911,QZAR,GL23,QZAR320L,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 25-MAY-1992,  4182        ,  1-AUG-2020,4.0,7.0,91.0,192.0,"(42.6808639, -84.5768953)",42.6808639,-84.5768953
2996,HARMANS REPAIR STATION                            ,4923 S. AIRCRAFT DRIVE             ,                                   ,                                   ,ANCHORAGE             ,AK,99502,QZHR,AL03,QZHR012Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 26-APR-2004, , ,1.0,0.0,2.0,3.0,"(61.14646083566799, -149.95580912135955)",61.14646083566799,-149.95580912135955
2997,GLOBAL AVIATION TECH SERVICES INC                 ,"4961 Rice Lake Road, Suite 101     ",                                   ,                                   ,Duluth                ,MN,55803,QZLR,GL15,QZLR746L,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 7-SEP-1994,  4486        ,  1-FEB-2022,0.0,3.0,1.0,4.0,"(46.8296676, -92.0638593)",46.8296676,-92.0638593
2998,REGENT SURVIVAL SOLUTIONS                         ,2501 EAST PERRY ROAD               ,                                   ,                                   ,PLAINFIELD            ,IN,46168,R06R,GL11,R06R430Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N, ACTIVE            , 1-JUN-2006, , ,0.0,1.0,8.0,11.0,"(39.70370239861907, -86.39490969885708)",39.70370239861907,-86.39490969885708
2999,ROMPEC AEROSPACE INC                              ,3839 N. 39TH AVENUE                ,                                   ,                                   ,PHOENIX               ,AZ,85019,R07R,WP07,R07R051X,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , ,  6428        ,  28-AUG-2020,2.0,8.0,8.0,26.0,"(33.53428595, -112.13879617463779)",33.53428595,-112.13879617463779
3000,MTU MAINTENANCE DALLAS INC                        ,615 WESTPORT  PARKWAY              ,SUITE 600                          ,                                   ,GRAPEVINE             ,TX,76051,R0OR,SW19,R0OR948X,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 8-DEC-2004,  6205        ,  1-AUG-2021,14.0,0.0,0.0,19.0,"(32.8934517, -97.0930642)",32.8934517,-97.0930642
3001,RELIANT AIR POWER INC                             ,1201Business Park Dr.              ,Suite A                            ,                                   ,Mission               ,TX,78572,R0UR,SW17,R0UR170X,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , ,0.0,1.0,1.0,7.0,"(26.217171392515365, -98.3259301753956)",26.217171392515365,-98.3259301753956
3002,AERO RESOURCES LLC                                ,1000 TECHNOLOGY DRIVE SUITE C      ,                                   ,                                   ,COLUMBIA              ,CA,95310,R10R,WP17,R10R313Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 13-JUL-2005, , ,2.0,1.0,0.0,2.0,"(38.0345076, -120.40077635432982)",38.0345076,-120.40077635432982
3003,RECARO AIRCRAFT SEATING AMERICAS LLC              ,15005 PETERSON COURT               ,ALLIANCE AIRPORT                   ,                                   ,FORT WORTH            ,TX,76177,R27R,SW19,R27R559Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 12-APR-2000,  6143        ,  1-OCT-2020,0.0,6.0,2.0,9.0,"(32.9862035, -97.3106132)",32.9862035,-97.3106132
3004,VERTEX AEROSPACE LLC                              ,2300 HORIZON DRIVE                 ,ALLIANCE FACILITY                  ,                                   ,FORT WORTH            ,TX,761775300,R29R,SW19,R29R029O,N,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N, ACTIVE            , 26-JAN-1998, , ,48.0,6.0,38.0,128.0,"(33.532005, 131.3496745)",33.532005,131.3496745
3005,ROGERSON AIRCRAFT EQUIPMENT GROUP                 ,16940 VON KARMAN AVENUE            ,                                   ,                                   ,IRVINE                ,CA,92606,R2CR,WP05,R2CR607J,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 25-MAY-1994,  5928        ,  1-DEC-2021,0.0,2.0,3.0,45.0,"(33.70485448995289, -117.79832116235853)",33.70485448995289,-117.79832116235853
3006,WRISTON AVIATION                                  ,10035 Rearwin Lane                 ,                                   ,                                   ,MC KINNEY             ,TX,75071,R2FR,SW19,R2FR683J,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 20-OCT-1995, , ,0.0,1.0,0.0,1.0,"(33.2638678, -96.6707514)",33.2638678,-96.6707514
3007,R AND C AVIATION INC                              ,293 POLK 52                        ,                                   ,                                   ,MENA                  ,AR,71953,R38R,SW11,R38R898Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , ,8.0,0.0,4.0,15.0,"(34.592756, -94.244431)",34.592756,-94.244431
3008,TRACE AVIATION INC                                ,116 SOUTH HANGAR DRIVE             ,                                   ,                                   ,JACKSON               ,MS,39208,R39R,SW31,R39R997X,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y, ACTIVE            , 8-APR-2004,  6831        ,  8-AUG-2020,7.0,1.0,17.0,25.0,"(32.2709047, -90.0921433)",32.2709047,-90.0921433
3009,REXNORD INDUSTRIES LLC                            ,2400 CURTISS STREET                ,                                   ,                                   ,DOWNERS GROVE         ,IL,60515,R3DR,GL03,R3DR610Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 13-NOV-2006,  6104        ,  30-MAR-2022,2.0,1.0,0.0,12.0,"(41.7951081, -88.006194)",41.7951081,-88.006194
3010,RED WING AEROPLANE                                ,WEST 7141 148TH AVENUE             ,P.O. BOX 68                        ,                                   ,BAY CITY              ,WI,54723,R3WR,GL15,R3WR714J,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 14-SEP-1994, , ,16.0,0.0,5.0,21.0,"(44.607715665817324, -92.44739552176587)",44.607715665817324,-92.44739552176587
3011,RED BARON BALLOON CORPS                           ,P.O. BOX 245                       ,5515 EMMONS ROAD                   ,                                   ,OREGONIA              ,OH,45054,R4BR,GL05,R4BR027N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 6-JUN-1995, , ,0.0,3.0,0.0,5.0,"(39.43887387388274, -84.08242487760177)",39.43887387388274,-84.08242487760177
3012,CLASSIC INTERIOR COMPLETIONS INC                  ,39 DAMASCUS ROAD                   ,                                   ,                                   ,COUDERSPORT           ,PA,16915,R4G4,EA03,R4G4031Y, , , , ,N, , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , ACTIVE            , , , ,0.0,3.0,0.0,7.0,"(41.7936113318036, -77.99589677987053)",41.7936113318036,-77.99589677987053
3013,CLASSIC INTERIOR COMPLETIONS INC                  ,4586 PROGRESS AVENUE               ,                                   ,                                   ,NAPLES                ,FL,34104,R4GD,GL25,R4GD031Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 29-AUG-2007, , ,0.0,2.0,2.0,4.0,"(26.1568366, -81.7678012)",26.1568366,-81.7678012
3014,CLASSIC INTERIOR COMPLETIONS INC                  ,38585 APOLLO PKWY                  ,                                   ,                                   ,WILLOUGHBY            ,OH,44094,R4GR,GL25,R4GR031Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 1-MAR-2001, , ,3.0,32.0,5.0,40.0,"(41.621194173302, -81.40670404437927)",41.621194173302,-81.40670404437927
3015,JET LOGISTICS TECHNICAL SERVICES LLC              ,5400 AIRPORT DRIVE                 ,                                   ,                                   ,CHARLOTTE             ,NC,28208,R4OR,EA68,R4OR880N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 16-JUN-1997, , ,7.0,1.0,0.0,11.0,"(35.2337494, -80.9336581)",35.2337494,-80.9336581
3016,RELIANCE AVIATION PROPELLER MACHINE SHOP          ,12010 INTERMOUNTAIN ROAD           ,                                   ,                                   ,REDDING               ,CA,96003,R4PR,WP25,R4PR085N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 29-JUN-1995, , ,0.0,3.0,0.0,3.0,"(40.59934718678074, -122.3569334822992)",40.59934718678074,-122.3569334822992
3017,COMTECH ROTOR BLADES LLC                          ,6700 C. E. Dixon Street            ,                                   ,                                   ,STOCKTON              ,CA,95206,R4TR,WP27,R4TR418N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N, ACTIVE            , , , ,0.0,2.0,6.0,9.0,"(37.93089658124438, -121.2744701817604)",37.93089658124438,-121.2744701817604
3018,ROCKWELL COLLINS INC AIR TRANSPORT SYSTEMS        ,400 COLLINS ROAD NE                ,                                   ,                                   ,CEDAR RAPIDS          ,IA,52498,R4WR,CE01,R4WR962J,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , ,  5442        ,  1-FEB-2022,0.0,15.0,1126.0,1150.0,"(33.532005, 131.3496745)",33.532005,131.3496745
3019,D AND D AVIONICS                                  ,23 HOLLYBROOK ROAD                 ,                                   ,                                   ,PARAMUS               ,NJ,7652,R58R,EA25,R58R222Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N, ACTIVE            , 17-AUG-2005, , ,1.0,0.0,0.0,1.0,"(42.3487796, -71.2289857)",42.3487796,-71.2289857
3020,REDLINE AVIATION                                  ,1201 North CEDAR                   ,BUILDING 4                         ,"40°10'19.47""N  103°12'34.43""W      ",AKRON                 ,CO,80720,R62R,NM03,R62R296Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 22-JUN-2006,  6485        ,  10-MAY-2021,1.0,2.0,2.0,6.0,"(40.1643791, -103.2190257)",40.1643791,-103.2190257
